type,event,date,cal_close,temp_close,force_close,city_work,schedule,check_in,open
CHECK_IN,start,2021-06-07T10:31:03.867Z,0,0,0,1,2,1,True
TEMPORARY_CLOSING,start,2021-06-07T20:30:39.474Z,0,1,0,1,2,1,False
TEMPORARY_CLOSING,end,2021-06-07T20:31:05.615Z,0,0,0,1,2,1,True
CHECK_IN,start,2021-06-07T20:31:05.621Z,0,0,0,1,2,2,True
CITY_WORKING,end,2021-06-07T21:00:00.000Z,0,0,0,0,2,2,False
CHECK_IN,end,2021-06-07T21:09:00.000Z,0,0,0,0,2,1,False
CHECK_IN,end,2021-06-07T21:09:00.000Z,0,0,0,0,2,0,False
CHECK_IN,start,2021-06-07T21:09:06.023Z,0,0,0,0,2,1,False
TEMPORARY_CLOSING,start,2021-06-07T21:24:33.939Z,0,1,0,0,2,1,False
SCHEDULE,end,2021-06-07T21:59:00.000Z,0,1,0,0,1,1,False
SCHEDULE,end,2021-06-07T21:59:00.000Z,0,1,0,0,0,1,False
TEMPORARY_CLOSING,end,2021-06-07T21:59:00.000Z,0,0,0,0,0,1,False
CHECK_IN,end,2021-06-07T21:59:00.000Z,0,0,0,0,0,0,False
CITY_WORKING,start,2021-06-08T04:00:00.000Z,0,0,0,1,0,0,False
SCHEDULE,start,2021-06-08T10:30:00.000Z,0,0,0,1,1,0,False
SCHEDULE,start,2021-06-08T10:30:00.000Z,0,0,0,1,2,0,False
CHECK_IN,start,2021-06-08T10:30:00.000Z,0,0,0,1,2,1,True
TEMPORARY_CLOSING,start,2021-06-08T19:27:36.043Z,0,1,0,1,2,1,False
TEMPORARY_CLOSING,end,2021-06-08T19:44:16.919Z,0,0,0,1,2,1,True
CHECK_IN,start,2021-06-08T19:44:16.924Z,0,0,0,1,2,2,True
CHECK_IN,start,2021-06-08T20:59:54.341Z,0,0,0,1,2,3,True
CITY_WORKING,end,2021-06-08T21:00:00.000Z,0,0,0,0,2,3,False
CHECK_IN,end,2021-06-08T21:09:00.000Z,0,0,0,0,2,2,False
CHECK_IN,end,2021-06-08T21:09:00.000Z,0,0,0,0,2,1,False
SCHEDULE,end,2021-06-08T21:59:00.000Z,0,0,0,0,1,1,False
SCHEDULE,end,2021-06-08T21:59:00.000Z,0,0,0,0,0,1,False
CHECK_IN,end,2021-06-08T21:59:00.000Z,0,0,0,0,0,0,False
CITY_WORKING,start,2021-06-09T04:00:00.000Z,0,0,0,1,0,0,False
SCHEDULE,start,2021-06-09T10:30:00.000Z,0,0,0,1,1,0,False
SCHEDULE,start,2021-06-09T10:30:00.000Z,0,0,0,1,2,0,False
CHECK_IN,start,2021-06-09T11:04:22.504Z,0,0,0,1,2,1,True
TEMPORARY_CLOSING,start,2021-06-09T19:39:04.802Z,0,1,0,1,2,1,False
TEMPORARY_CLOSING,end,2021-06-09T19:39:16.333Z,0,0,0,1,2,1,True
CHECK_IN,start,2021-06-09T19:39:16.334Z,0,0,0,1,2,2,True
TEMPORARY_CLOSING,start,2021-06-09T19:39:39.249Z,0,1,0,1,2,2,False
TEMPORARY_CLOSING,end,2021-06-09T19:39:59.463Z,0,0,0,1,2,2,True
CHECK_IN,start,2021-06-09T19:39:59.468Z,0,0,0,1,2,3,True
TEMPORARY_CLOSING,start,2021-06-09T19:57:50.581Z,0,1,0,1,2,3,False
TEMPORARY_CLOSING,end,2021-06-09T19:57:55.070Z,0,0,0,1,2,3,True
CHECK_IN,start,2021-06-09T19:57:55.073Z,0,0,0,1,2,4,True
TEMPORARY_CLOSING,start,2021-06-09T19:58:16.002Z,0,1,0,1,2,4,False
TEMPORARY_CLOSING,end,2021-06-09T19:58:48.523Z,0,0,0,1,2,4,True
CHECK_IN,start,2021-06-09T19:58:48.532Z,0,0,0,1,2,5,True
TEMPORARY_CLOSING,start,2021-06-09T20:16:06.958Z,0,1,0,1,2,5,False
TEMPORARY_CLOSING,end,2021-06-09T20:21:17.531Z,0,0,0,1,2,5,True
CHECK_IN,start,2021-06-09T20:21:17.536Z,0,0,0,1,2,6,True
TEMPORARY_CLOSING,start,2021-06-09T20:38:10.005Z,0,1,0,1,2,6,False
TEMPORARY_CLOSING,end,2021-06-09T20:40:54.740Z,0,0,0,1,2,6,True
CHECK_IN,start,2021-06-09T20:40:54.752Z,0,0,0,1,2,7,True
CITY_WORKING,end,2021-06-09T21:00:00.000Z,0,0,0,0,2,7,False
CHECK_IN,start,2021-06-09T21:04:21.115Z,0,0,0,0,2,8,False
CITY_WORKING,start,2021-05-01T04:00:00.000Z,0,1,0,1,0,0,False
TEMPORARY_CLOSING,end,2021-05-01T10:25:17.799Z,0,0,0,1,0,0,False
SCHEDULE,start,2021-05-01T10:30:00.000Z,0,0,0,1,1,0,False
CHECK_IN,start,2021-05-01T10:30:00.000Z,0,0,0,1,1,1,True
TEMPORARY_CLOSING,start,2021-05-01T14:44:04.962Z,0,1,0,1,1,1,False
TEMPORARY_CLOSING,end,2021-05-01T16:54:42.779Z,0,0,0,1,1,1,True
CHECK_IN,start,2021-05-01T16:54:42.787Z,0,0,0,1,1,2,True
TEMPORARY_CLOSING,start,2021-05-01T17:12:11.869Z,0,1,0,1,1,2,False
TEMPORARY_CLOSING,end,2021-05-01T17:36:55.212Z,0,0,0,1,1,2,True
CHECK_IN,start,2021-05-01T17:36:55.224Z,0,0,0,1,1,3,True
TEMPORARY_CLOSING,start,2021-05-01T18:05:53.224Z,0,1,0,1,1,3,False
TEMPORARY_CLOSING,end,2021-05-01T18:06:12.400Z,0,0,0,1,1,3,True
CHECK_IN,start,2021-05-01T18:06:12.407Z,0,0,0,1,1,4,True
TEMPORARY_CLOSING,start,2021-05-01T18:40:03.484Z,0,1,0,1,1,4,False
TEMPORARY_CLOSING,end,2021-05-01T18:50:27.526Z,0,0,0,1,1,4,True
CHECK_IN,start,2021-05-01T18:50:27.529Z,0,0,0,1,1,5,True
TEMPORARY_CLOSING,start,2021-05-01T18:51:32.808Z,0,1,0,1,1,5,False
TEMPORARY_CLOSING,end,2021-05-01T19:05:30.029Z,0,0,0,1,1,5,True
CHECK_IN,start,2021-05-01T19:05:30.033Z,0,0,0,1,1,6,True
TEMPORARY_CLOSING,start,2021-05-01T19:05:33.998Z,0,1,0,1,1,6,False
TEMPORARY_CLOSING,end,2021-05-01T19:19:47.095Z,0,0,0,1,1,6,True
CHECK_IN,start,2021-05-01T19:19:47.096Z,0,0,0,1,1,7,True
TEMPORARY_CLOSING,start,2021-05-01T19:26:25.205Z,0,1,0,1,1,7,False
TEMPORARY_CLOSING,end,2021-05-01T19:26:47.474Z,0,0,0,1,1,7,True
CHECK_IN,start,2021-05-01T19:26:47.479Z,0,0,0,1,1,8,True
TEMPORARY_CLOSING,start,2021-05-01T19:32:11.687Z,0,1,0,1,1,8,False
TEMPORARY_CLOSING,end,2021-05-01T19:43:49.107Z,0,0,0,1,1,8,True
CHECK_IN,start,2021-05-01T19:43:49.112Z,0,0,0,1,1,9,True
TEMPORARY_CLOSING,start,2021-05-01T19:53:34.356Z,0,1,0,1,1,9,False
CHECK_IN,start,2021-05-01T19:54:13.823Z,0,1,0,1,1,10,False
TEMPORARY_CLOSING,end,2021-05-01T19:54:13.853Z,0,0,0,1,1,10,True
CHECK_IN,start,2021-05-01T19:54:13.858Z,0,0,0,1,1,11,True
TEMPORARY_CLOSING,start,2021-05-01T19:54:24.901Z,0,1,0,1,1,11,False
CHECK_IN,start,2021-05-01T20:21:26.801Z,0,1,0,1,1,12,False
TEMPORARY_CLOSING,end,2021-05-01T20:21:26.819Z,0,0,0,1,1,12,True
CHECK_IN,start,2021-05-01T20:21:26.831Z,0,0,0,1,1,13,True
TEMPORARY_CLOSING,start,2021-05-01T20:23:30.774Z,0,1,0,1,1,13,False
CITY_WORKING,end,2021-05-01T21:00:00.000Z,0,1,0,0,1,13,False
SCHEDULE,end,2021-05-01T21:59:00.000Z,0,1,0,0,0,13,False
CHECK_IN,end,2021-05-01T21:59:00.000Z,0,1,0,0,0,12,False
CHECK_IN,end,2021-05-01T21:59:00.000Z,0,1,0,0,0,11,False
CHECK_IN,end,2021-05-01T21:59:00.000Z,0,1,0,0,0,10,False
CHECK_IN,end,2021-05-01T21:59:00.000Z,0,1,0,0,0,9,False
CHECK_IN,end,2021-05-01T21:59:00.000Z,0,1,0,0,0,8,False
CHECK_IN,end,2021-05-01T21:59:00.000Z,0,1,0,0,0,7,False
CHECK_IN,end,2021-05-01T21:59:00.000Z,0,1,0,0,0,6,False
CHECK_IN,end,2021-05-01T21:59:00.000Z,0,1,0,0,0,5,False
CHECK_IN,end,2021-05-01T21:59:00.000Z,0,1,0,0,0,4,False
CHECK_IN,end,2021-05-01T21:59:00.000Z,0,1,0,0,0,3,False
CHECK_IN,end,2021-05-01T21:59:00.000Z,0,1,0,0,0,2,False
CHECK_IN,end,2021-05-01T21:59:00.000Z,0,1,0,0,0,1,False
CHECK_IN,end,2021-05-01T21:59:00.000Z,0,1,0,0,0,0,False
CITY_WORKING,start,2021-05-02T04:00:00.000Z,0,1,0,1,0,0,False
TEMPORARY_CLOSING,end,2021-05-02T10:28:50.159Z,0,0,0,1,0,0,False
SCHEDULE,start,2021-05-02T10:30:00.000Z,0,0,0,1,1,0,False
CHECK_IN,start,2021-05-02T10:30:00.000Z,0,0,0,1,1,1,True
TEMPORARY_CLOSING,start,2021-05-02T15:22:26.247Z,0,1,0,1,1,1,False
TEMPORARY_CLOSING,end,2021-05-02T16:54:18.719Z,0,0,0,1,1,1,True
CHECK_IN,start,2021-05-02T16:54:18.723Z,0,0,0,1,1,2,True
TEMPORARY_CLOSING,start,2021-05-02T17:21:45.934Z,0,1,0,1,1,2,False
TEMPORARY_CLOSING,end,2021-05-02T18:08:47.804Z,0,0,0,1,1,2,True
CHECK_IN,start,2021-05-02T18:08:47.809Z,0,0,0,1,1,3,True
TEMPORARY_CLOSING,start,2021-05-02T19:23:08.600Z,0,1,0,1,1,3,False
TEMPORARY_CLOSING,end,2021-05-02T19:23:31.445Z,0,0,0,1,1,3,True
CHECK_IN,start,2021-05-02T19:23:31.458Z,0,0,0,1,1,4,True
TEMPORARY_CLOSING,start,2021-05-02T20:10:12.421Z,0,1,0,1,1,4,False
TEMPORARY_CLOSING,end,2021-05-02T20:10:14.512Z,0,0,0,1,1,4,True
CHECK_IN,start,2021-05-02T20:10:14.515Z,0,0,0,1,1,5,True
TEMPORARY_CLOSING,start,2021-05-02T20:13:44.117Z,0,1,0,1,1,5,False
TEMPORARY_CLOSING,end,2021-05-02T20:14:29.214Z,0,0,0,1,1,5,True
CHECK_IN,start,2021-05-02T20:14:29.218Z,0,0,0,1,1,6,True
TEMPORARY_CLOSING,start,2021-05-02T20:18:29.252Z,0,1,0,1,1,6,False
TEMPORARY_CLOSING,end,2021-05-02T20:18:35.465Z,0,0,0,1,1,6,True
CHECK_IN,start,2021-05-02T20:18:35.469Z,0,0,0,1,1,7,True
TEMPORARY_CLOSING,start,2021-05-02T20:25:06.473Z,0,1,0,1,1,7,False
CITY_WORKING,end,2021-05-02T21:00:00.000Z,0,1,0,0,1,7,False
SCHEDULE,end,2021-05-02T21:59:00.000Z,0,1,0,0,0,7,False
CHECK_IN,end,2021-05-02T21:59:00.000Z,0,1,0,0,0,6,False
CHECK_IN,end,2021-05-02T21:59:00.000Z,0,1,0,0,0,5,False
CHECK_IN,end,2021-05-02T21:59:00.000Z,0,1,0,0,0,4,False
CHECK_IN,end,2021-05-02T21:59:00.000Z,0,1,0,0,0,3,False
CHECK_IN,end,2021-05-02T21:59:00.000Z,0,1,0,0,0,2,False
CHECK_IN,end,2021-05-02T21:59:00.000Z,0,1,0,0,0,1,False
CHECK_IN,end,2021-05-02T21:59:00.000Z,0,1,0,0,0,0,False
CHECK_IN,end,2021-07-06T21:09:00.000Z,0,0,0,0,2,3,False
CHECK_IN,end,2021-07-06T21:09:00.000Z,0,0,0,0,2,2,False
CHECK_IN,end,2021-07-06T21:09:00.000Z,0,0,0,0,2,1,False
SCHEDULE,end,2021-07-06T21:59:00.000Z,0,0,0,0,1,1,False
SCHEDULE,end,2021-07-06T21:59:00.000Z,0,0,0,0,0,1,False
CHECK_IN,end,2021-07-06T21:59:00.000Z,0,0,0,0,0,0,False
CITY_WORKING,start,2021-07-07T04:00:00.000Z,0,0,0,1,0,0,False
SCHEDULE,start,2021-07-07T10:30:00.000Z,0,0,0,1,1,0,False
SCHEDULE,start,2021-07-07T10:30:00.000Z,0,0,0,1,2,0,False
CHECK_IN,start,2021-07-07T10:30:00.000Z,0,0,0,1,2,1,True
TEMPORARY_CLOSING,start,2021-07-07T20:03:41.469Z,0,1,0,1,2,1,False
TEMPORARY_CLOSING,end,2021-07-07T20:04:18.445Z,0,0,0,1,2,1,True
CHECK_IN,start,2021-07-07T20:04:18.499Z,0,0,0,1,2,2,True
CITY_WORKING,end,2021-07-07T21:00:00.000Z,0,0,0,0,2,2,False
CHECK_IN,start,2021-07-07T21:02:13.736Z,0,0,0,0,2,3,False
CHECK_IN,end,2021-07-07T21:09:00.000Z,0,0,0,0,2,2,False
CHECK_IN,end,2021-07-07T21:09:00.000Z,0,0,0,0,2,1,False
TEMPORARY_CLOSING,start,2021-07-07T21:33:00.161Z,0,1,0,0,2,1,False
SCHEDULE,end,2021-07-07T21:59:00.000Z,0,1,0,0,1,1,False
SCHEDULE,end,2021-07-07T21:59:00.000Z,0,1,0,0,0,1,False
TEMPORARY_CLOSING,end,2021-07-07T21:59:00.000Z,0,0,0,0,0,1,False
CHECK_IN,end,2021-07-07T21:59:00.000Z,0,0,0,0,0,0,False
CITY_WORKING,start,2021-07-08T04:00:00.000Z,0,0,0,1,0,0,False
SCHEDULE,start,2021-07-08T10:30:00.000Z,0,0,0,1,1,0,False
SCHEDULE,start,2021-07-08T10:30:00.000Z,0,0,0,1,2,0,False
CHECK_IN,start,2021-07-08T10:30:00.000Z,0,0,0,1,2,1,True
CITY_WORKING,end,2021-07-08T21:00:00.000Z,0,0,0,0,2,1,False
CHECK_IN,start,2021-07-08T21:02:09.005Z,0,0,0,0,2,2,False
CHECK_IN,end,2021-07-08T21:09:00.000Z,0,0,0,0,2,1,False
SCHEDULE,end,2021-07-08T21:59:00.000Z,0,0,0,0,1,1,False
SCHEDULE,end,2021-07-08T21:59:00.000Z,0,0,0,0,0,1,False
CHECK_IN,end,2021-07-08T21:59:00.000Z,0,0,0,0,0,0,False
CITY_WORKING,start,2021-07-09T04:00:00.000Z,0,0,0,1,0,0,False
SCHEDULE,start,2021-07-09T10:30:00.000Z,0,0,0,1,1,0,False
SCHEDULE,start,2021-07-09T10:30:00.000Z,0,0,0,1,2,0,False
CHECK_IN,start,2021-07-09T10:30:00.000Z,0,0,0,1,2,1,True
TEMPORARY_CLOSING,start,2021-07-09T16:31:09.611Z,0,1,0,1,2,1,False
TEMPORARY_CLOSING,end,2021-07-09T16:38:28.663Z,0,0,0,1,2,1,True
CHECK_IN,start,2021-07-09T16:38:28.678Z,0,0,0,1,2,2,True
CHECK_IN,start,2021-07-09T20:59:35.963Z,0,0,0,1,2,3,True
CITY_WORKING,end,2021-07-09T21:00:00.000Z,0,0,0,0,2,3,False
CHECK_IN,end,2021-07-09T21:09:00.000Z,0,0,0,0,2,2,False
CHECK_IN,end,2021-07-09T21:09:00.000Z,0,0,0,0,2,1,False
SCHEDULE,end,2021-07-09T21:59:00.000Z,0,0,0,0,1,1,False
SCHEDULE,end,2021-07-09T21:59:00.000Z,0,0,0,0,0,1,False
CHECK_IN,end,2021-07-09T21:59:00.000Z,0,0,0,0,0,0,False
SCHEDULE,start,2021-07-10T10:30:00.000Z,0,0,0,0,1,0,False
SCHEDULE,start,2021-07-10T10:30:00.000Z,0,0,0,0,2,0,False
CHECK_IN,start,2021-07-10T10:30:54.150Z,0,0,0,0,2,1,False
CHECK_IN,start,2021-07-10T21:00:37.592Z,0,0,0,0,2,2,False
CHECK_IN,end,2021-07-10T21:09:00.000Z,0,0,0,0,2,1,False
SCHEDULE,end,2021-07-10T21:59:00.000Z,0,0,0,0,1,1,False
SCHEDULE,end,2021-07-10T21:59:00.000Z,0,0,0,0,0,1,False
CHECK_IN,end,2021-07-10T21:59:00.000Z,0,0,0,0,0,0,False
CITY_WORKING,start,2021-07-11T04:00:00.000Z,0,0,0,1,0,0,False
SCHEDULE,start,2021-07-11T10:30:00.000Z,0,0,0,1,1,0,False
SCHEDULE,start,2021-07-11T10:30:00.000Z,0,0,0,1,2,0,False
CHECK_IN,start,2021-07-11T10:30:00.000Z,0,0,0,1,2,1,True
TEMPORARY_CLOSING,start,2021-07-11T16:54:56.935Z,0,1,0,1,2,1,False
TEMPORARY_CLOSING,end,2021-07-11T16:58:24.659Z,0,0,0,1,2,1,True
CHECK_IN,start,2021-07-11T16:58:24.666Z,0,0,0,1,2,2,True
TEMPORARY_CLOSING,start,2021-07-11T20:19:47.556Z,0,1,0,1,2,2,False
TEMPORARY_CLOSING,end,2021-07-11T20:19:54.713Z,0,0,0,1,2,2,True
CHECK_IN,start,2021-07-11T20:19:54.716Z,0,0,0,1,2,3,True
CITY_WORKING,end,2021-07-11T21:00:00.000Z,0,0,0,0,2,3,False
CHECK_IN,end,2021-07-11T21:09:00.000Z,0,0,0,0,2,2,False
CHECK_IN,end,2021-07-11T21:09:00.000Z,0,0,0,0,2,1,False
CHECK_IN,end,2021-07-11T21:09:00.000Z,0,0,0,0,2,0,False
SCHEDULE,end,2021-07-11T21:59:00.000Z,0,0,0,0,1,0,False
SCHEDULE,end,2021-07-11T21:59:00.000Z,0,0,0,0,0,0,False
SCHEDULE,start,2021-07-12T10:30:00.000Z,0,0,0,0,1,0,False
SCHEDULE,start,2021-07-12T10:30:00.000Z,0,0,0,0,2,0,False
CHECK_IN,start,2021-07-12T10:30:00.000Z,0,0,0,0,2,1,False
TEMPORARY_CLOSING,start,2021-07-12T18:00:35.366Z,0,1,0,0,2,1,False
TEMPORARY_CLOSING,end,2021-07-12T18:00:46.396Z,0,0,0,0,2,1,False
CHECK_IN,start,2021-07-12T18:00:46.405Z,0,0,0,0,2,2,False
CHECK_IN,start,2021-07-12T21:02:08.125Z,0,0,0,0,2,3,False
CHECK_IN,end,2021-07-12T21:09:00.000Z,0,0,0,0,2,2,False
CHECK_IN,end,2021-07-12T21:09:00.000Z,0,0,0,0,2,1,False
SCHEDULE,end,2021-07-12T21:59:00.000Z,0,0,0,0,1,1,False
SCHEDULE,end,2021-07-12T21:59:00.000Z,0,0,0,0,0,1,False
CHECK_IN,end,2021-07-12T21:59:00.000Z,0,0,0,0,0,0,False
CITY_WORKING,start,2021-07-13T04:00:00.000Z,0,0,0,1,0,0,False
SCHEDULE,start,2021-07-13T10:30:00.000Z,0,0,0,1,1,0,False
SCHEDULE,start,2021-07-13T10:30:00.000Z,0,0,0,1,2,0,False
CHECK_IN,start,2021-07-13T10:30:00.000Z,0,0,0,1,2,1,True
TEMPORARY_CLOSING,start,2021-05-05T18:57:51.075Z,0,1,0,1,1,2,False
TEMPORARY_CLOSING,end,2021-05-05T19:00:03.664Z,0,0,0,1,1,2,True
CHECK_IN,start,2021-05-05T19:00:03.667Z,0,0,0,1,1,3,True
TEMPORARY_CLOSING,start,2021-05-05T19:20:44.146Z,0,1,0,1,1,3,False
TEMPORARY_CLOSING,end,2021-05-05T19:21:10.649Z,0,0,0,1,1,3,True
CHECK_IN,start,2021-05-05T19:21:10.660Z,0,0,0,1,1,4,True
TEMPORARY_CLOSING,start,2021-05-05T19:26:22.896Z,0,1,0,1,1,4,False
TEMPORARY_CLOSING,end,2021-05-05T19:26:35.436Z,0,0,0,1,1,4,True
CHECK_IN,start,2021-05-05T19:26:35.444Z,0,0,0,1,1,5,True
TEMPORARY_CLOSING,start,2021-05-05T19:26:53.957Z,0,1,0,1,1,5,False
TEMPORARY_CLOSING,end,2021-05-05T19:27:19.078Z,0,0,0,1,1,5,True
CHECK_IN,start,2021-05-05T19:27:19.099Z,0,0,0,1,1,6,True
TEMPORARY_CLOSING,start,2021-05-05T20:27:30.207Z,0,1,0,1,1,6,False
CITY_WORKING,end,2021-05-05T21:00:00.000Z,0,1,0,0,1,6,False
SCHEDULE,end,2021-05-05T21:59:00.000Z,0,1,0,0,0,6,False
CHECK_IN,end,2021-05-05T21:59:00.000Z,0,1,0,0,0,5,False
CHECK_IN,end,2021-05-05T21:59:00.000Z,0,1,0,0,0,4,False
CHECK_IN,end,2021-05-05T21:59:00.000Z,0,1,0,0,0,3,False
CHECK_IN,end,2021-05-05T21:59:00.000Z,0,1,0,0,0,2,False
CHECK_IN,end,2021-05-05T21:59:00.000Z,0,1,0,0,0,1,False
CHECK_IN,end,2021-05-05T21:59:00.000Z,0,1,0,0,0,0,False
CITY_WORKING,start,2021-05-06T04:00:00.000Z,0,1,0,1,0,0,False
TEMPORARY_CLOSING,end,2021-05-06T10:27:22.541Z,0,0,0,1,0,0,False
SCHEDULE,start,2021-05-06T10:30:00.000Z,0,0,0,1,1,0,False
CHECK_IN,start,2021-05-06T10:30:00.000Z,0,0,0,1,1,1,True
TEMPORARY_CLOSING,start,2021-05-06T13:11:18.956Z,0,1,0,1,1,1,False
TEMPORARY_CLOSING,end,2021-05-06T13:59:39.881Z,0,0,0,1,1,1,True
CHECK_IN,start,2021-05-06T13:59:39.887Z,0,0,0,1,1,2,True
TEMPORARY_CLOSING,start,2021-05-06T17:23:20.864Z,0,1,0,1,1,2,False
TEMPORARY_CLOSING,end,2021-05-06T18:21:22.787Z,0,0,0,1,1,2,True
CHECK_IN,start,2021-05-06T18:21:22.795Z,0,0,0,1,1,3,True
TEMPORARY_CLOSING,start,2021-05-06T18:25:07.343Z,0,1,0,1,1,3,False
TEMPORARY_CLOSING,end,2021-05-06T18:27:55.355Z,0,0,0,1,1,3,True
CHECK_IN,start,2021-05-06T18:27:55.361Z,0,0,0,1,1,4,True
TEMPORARY_CLOSING,start,2021-05-06T18:36:55.834Z,0,1,0,1,1,4,False
TEMPORARY_CLOSING,end,2021-05-06T18:37:58.373Z,0,0,0,1,1,4,True
CHECK_IN,start,2021-05-06T18:37:58.395Z,0,0,0,1,1,5,True
TEMPORARY_CLOSING,start,2021-05-06T18:44:53.910Z,0,1,0,1,1,5,False
TEMPORARY_CLOSING,end,2021-05-06T18:47:39.930Z,0,0,0,1,1,5,True
CHECK_IN,start,2021-05-06T18:47:39.940Z,0,0,0,1,1,6,True
TEMPORARY_CLOSING,start,2021-05-06T18:52:08.215Z,0,1,0,1,1,6,False
TEMPORARY_CLOSING,end,2021-05-06T18:52:56.359Z,0,0,0,1,1,6,True
CHECK_IN,start,2021-05-06T18:52:56.359Z,0,0,0,1,1,7,True
TEMPORARY_CLOSING,start,2021-05-06T18:55:20.863Z,0,1,0,1,1,7,False
TEMPORARY_CLOSING,end,2021-05-06T18:55:37.895Z,0,0,0,1,1,7,True
CHECK_IN,start,2021-05-06T18:55:37.899Z,0,0,0,1,1,8,True
TEMPORARY_CLOSING,start,2021-05-06T18:57:28.228Z,0,1,0,1,1,8,False
TEMPORARY_CLOSING,end,2021-05-06T18:58:01.296Z,0,0,0,1,1,8,True
CHECK_IN,start,2021-05-06T18:58:01.299Z,0,0,0,1,1,9,True
TEMPORARY_CLOSING,start,2021-05-06T18:59:23.192Z,0,1,0,1,1,9,False
TEMPORARY_CLOSING,end,2021-05-06T18:59:50.163Z,0,0,0,1,1,9,True
CHECK_IN,start,2021-05-06T18:59:50.167Z,0,0,0,1,1,10,True
TEMPORARY_CLOSING,start,2021-05-06T19:02:10.798Z,0,1,0,1,1,10,False
TEMPORARY_CLOSING,end,2021-05-06T19:04:23.372Z,0,0,0,1,1,10,True
CHECK_IN,start,2021-05-06T19:04:23.384Z,0,0,0,1,1,11,True
TEMPORARY_CLOSING,start,2021-05-06T19:06:08.741Z,0,1,0,1,1,11,False
TEMPORARY_CLOSING,end,2021-05-06T19:06:20.903Z,0,0,0,1,1,11,True
CHECK_IN,start,2021-05-06T19:06:20.904Z,0,0,0,1,1,12,True
TEMPORARY_CLOSING,start,2021-05-06T19:09:05.255Z,0,1,0,1,1,12,False
TEMPORARY_CLOSING,end,2021-05-06T19:20:30.123Z,0,0,0,1,1,12,True
CHECK_IN,start,2021-05-06T19:20:30.207Z,0,0,0,1,1,13,True
TEMPORARY_CLOSING,start,2021-05-06T19:32:54.616Z,0,1,0,1,1,13,False
TEMPORARY_CLOSING,end,2021-05-06T19:34:53.678Z,0,0,0,1,1,13,True
CHECK_IN,start,2021-05-06T19:34:53.686Z,0,0,0,1,1,14,True
TEMPORARY_CLOSING,start,2021-05-06T19:40:15.276Z,0,1,0,1,1,14,False
TEMPORARY_CLOSING,end,2021-05-06T19:40:22.792Z,0,0,0,1,1,14,True
CHECK_IN,start,2021-05-06T19:40:22.797Z,0,0,0,1,1,15,True
TEMPORARY_CLOSING,start,2021-05-06T19:44:48.691Z,0,1,0,1,1,15,False
TEMPORARY_CLOSING,end,2021-05-06T19:45:24.032Z,0,0,0,1,1,15,True
CHECK_IN,start,2021-05-06T19:45:24.037Z,0,0,0,1,1,16,True
TEMPORARY_CLOSING,start,2021-05-06T20:03:43.372Z,0,1,0,1,1,16,False
TEMPORARY_CLOSING,end,2021-05-06T20:04:50.138Z,0,0,0,1,1,16,True
CHECK_IN,start,2021-05-06T20:04:50.145Z,0,0,0,1,1,17,True
TEMPORARY_CLOSING,start,2021-05-06T20:04:57.523Z,0,1,0,1,1,17,False
TEMPORARY_CLOSING,end,2021-05-06T20:05:26.912Z,0,0,0,1,1,17,True
CHECK_IN,start,2021-05-06T20:05:26.933Z,0,0,0,1,1,18,True
TEMPORARY_CLOSING,start,2021-05-06T20:21:24.435Z,0,1,0,1,1,18,False
CITY_WORKING,end,2021-05-06T21:00:00.000Z,0,1,0,0,1,18,False
SCHEDULE,end,2021-05-06T21:59:00.000Z,0,1,0,0,0,18,False
CHECK_IN,end,2021-05-06T21:59:00.000Z,0,1,0,0,0,17,False
CHECK_IN,end,2021-05-06T21:59:00.000Z,0,1,0,0,0,16,False
CHECK_IN,end,2021-05-06T21:59:00.000Z,0,1,0,0,0,15,False
CHECK_IN,end,2021-05-06T21:59:00.000Z,0,1,0,0,0,14,False
CHECK_IN,start,2021-05-18T10:30:00.000Z,0,0,0,1,1,1,True
TEMPORARY_CLOSING,start,2021-05-18T19:25:37.587Z,0,1,0,1,1,1,False
TEMPORARY_CLOSING,end,2021-05-18T19:25:47.014Z,0,0,0,1,1,1,True
CHECK_IN,start,2021-05-18T19:25:47.022Z,0,0,0,1,1,2,True
TEMPORARY_CLOSING,start,2021-05-18T19:35:52.951Z,0,1,0,1,1,2,False
TEMPORARY_CLOSING,end,2021-05-18T19:36:45.607Z,0,0,0,1,1,2,True
CHECK_IN,start,2021-05-18T19:36:45.613Z,0,0,0,1,1,3,True
TEMPORARY_CLOSING,start,2021-05-18T19:44:53.848Z,0,1,0,1,1,3,False
CHECK_IN,start,2021-05-18T19:50:36.997Z,0,1,0,1,1,4,False
TEMPORARY_CLOSING,end,2021-05-18T19:50:37.008Z,0,0,0,1,1,4,True
CHECK_IN,start,2021-05-18T19:50:37.011Z,0,0,0,1,1,5,True
TEMPORARY_CLOSING,start,2021-05-18T19:53:22.391Z,0,1,0,1,1,5,False
CHECK_IN,start,2021-05-18T19:54:12.908Z,0,1,0,1,1,6,False
TEMPORARY_CLOSING,end,2021-05-18T19:54:12.922Z,0,0,0,1,1,6,True
CHECK_IN,start,2021-05-18T19:54:12.929Z,0,0,0,1,1,7,True
TEMPORARY_CLOSING,start,2021-05-18T19:54:58.266Z,0,1,0,1,1,7,False
TEMPORARY_CLOSING,end,2021-05-18T19:59:00.000Z,0,0,0,1,1,7,True
CHECK_IN,start,2021-05-18T20:16:50.949Z,0,0,0,1,1,8,True
