,train_time,predict_time,auc,origin
SVC_sklearn,5.196483700000002,1.5881736999999987,0.6420011985633328,sklearn
RFC_sklearn,3.6673443999999975,0.09739779999999598,0.7015496860809795,sklearn
RFC_GS_sklearn,60.3996811,0.20304070000000252,0.7080742143980437,sklearn
