,train_time,predict_time,auc,origin
SVC_sklearn,5.42922980000003,1.787590899999941,0.6420011985633328,sklearn
RFC_sklearn,3.735468800000035,0.10054900000000089,0.7090877645989438,sklearn
RFC_GS_sklearn,63.8809073000001,0.2367415000001074,0.7045521274499158,sklearn
